,sequence_id,case_id,prediction,target,ae,se,acc,pert_name,snr
58,58,pig4_0105878-0106878,,104,2.1053,4.43228809,0,noise,0.93103486
59,59,pig4_0105878-0106878,,105,2.1016,4.41672256,0,noise,0.93103486
60,60,pig4_0105878-0106878,101,105,0.0148,0.000219039999999999,1,rect,1.033036
61,61,pig4_0105878-0106878,105,105,0,0,1,rect,1.033036
62,62,pig4_0105878-0106878,105,105,0,0,1,rect,1.033036
63,63,pig4_0105878-0106878,104,105,0.00369999999999998,1.36899999999999E-05,1,rect,1.033036
64,64,pig4_0105878-0106878,109,105,0.0148,0.000219039999999999,1,rect,1.033036
65,65,pig4_0105878-0106878,111,106,0.0185,0.000342250000000001,1,rect,1.033036
66,66,pig4_0105878-0106878,106,106,0,0,1,rect,1.033036
67,67,pig4_0105878-0106878,101,106,0.0185,0.000342249999999999,1,rect,1.033036
68,68,pig4_0105878-0106878,106,106,0,0,1,rect,1.033036
69,69,pig4_0105878-0106878,105,106,0.00369999999999998,1.36899999999999E-05,1,rect,1.033036
70,70,pig4_0105878-0106878,103,107,0.0148,0.000219040000000001,1,intsh,2.4664593
71,71,pig4_0105878-0106878,107,107,0,0,1,intsh,2.4664593
72,72,pig4_0105878-0106878,106,107,0.00370000000000004,1.36900000000003E-05,1,intsh,2.4664593
73,73,pig4_0105878-0106878,100,107,0.0259,0.000670810000000002,1,intsh,2.4664593
74,74,pig4_0105878-0106878,107,107,0,0,1,intsh,2.4664593
75,75,pig4_0105878-0106878,107,107,0,0,1,intsh,2.4664593
76,76,pig4_0105878-0106878,101,107,0.0222,0.00049284,1,intsh,2.4664593
77,77,pig4_0105878-0106878,106,106,0,0,1,intsh,2.4664593
78,78,pig4_0105878-0106878,104,106,0.00739999999999996,5.47599999999994E-05,1,intsh,2.4664593
79,79,pig4_0105878-0106878,104,106,0.00739999999999996,5.47599999999994E-05,1,intsh,2.4664593
80,80,pig4_0105878-0106878,,106,2.0979,4.40118441,0,stripe,0.9001828
81,81,pig4_0105878-0106878,104,106,0.00739999999999996,5.47599999999994E-05,1,stripe,0.9001828
82,82,pig4_0105878-0106878,102,105,0.0111,0.00012321,1,stripe,0.9001828
83,83,pig4_0105878-0106878,100,105,0.0185,0.000342250000000001,1,stripe,0.9001828
84,84,pig4_0105878-0106878,106,105,0.00369999999999998,1.36899999999999E-05,1,stripe,0.9001828
85,85,pig4_0105878-0106878,103,105,0.00740000000000002,5.47600000000003E-05,1,stripe,0.9001828
86,86,pig4_0105878-0106878,108,105,0.0111,0.00012321,1,stripe,0.9001828
87,87,pig4_0105878-0106878,101,104,0.0111,0.00012321,1,stripe,0.9001828
88,88,pig4_0105878-0106878,103,104,0.00370000000000004,1.36900000000003E-05,1,stripe,0.9001828
89,89,pig4_0105878-0106878,106,104,0.00739999999999996,5.47599999999994E-05,1,stripe,0.9001828
90,90,pig4_0105878-0106878,,104,2.1053,4.43228809,0,noise,0.93413144
91,91,pig4_0105878-0106878,,103,2.109,4.447881,0,noise,0.93413144
92,92,pig4_0105878-0106878,,103,2.109,4.447881,0,noise,0.93413144
93,93,pig4_0105878-0106878,,103,2.109,4.447881,0,noise,0.93413144
94,94,pig4_0105878-0106878,,103,2.109,4.447881,0,noise,0.93413144
95,95,pig4_0105878-0106878,,103,2.109,4.447881,0,noise,0.93413144
96,96,pig4_0105878-0106878,,102,2.1127,4.46350129,0,noise,0.93413144
97,97,pig4_0105878-0106878,,102,2.1127,4.46350129,0,noise,0.93413144
98,98,pig4_0105878-0106878,,102,2.1127,4.46350129,0,noise,0.93413144
99,99,pig4_0105878-0106878,,102,2.1127,4.46350129,0,noise,0.93413144
100,100,pig4_0105878-0106878,102,102,0,0,1,shift,1.0651551
101,101,pig4_0105878-0106878,101,102,0.00369999999999998,1.36899999999999E-05,1,shift,1.0651551
102,102,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,shift,1.0651551
103,103,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,shift,1.0651551
104,104,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,shift,1.0651551
105,105,pig4_0105878-0106878,98,101,0.0111,0.00012321,1,shift,1.0651551
106,106,pig4_0105878-0106878,102,101,0.00369999999999998,1.36899999999999E-05,1,shift,1.0651551
107,107,pig4_0105878-0106878,193,186,0.0259,0.000670810000000002,1,shift,1.0651551
108,108,pig4_0105878-0106878,187,186,0.00370000000000004,1.36900000000003E-05,1,shift,1.0651551
109,109,pig4_0105878-0106878,188,186,0.00739999999999996,5.47599999999994E-05,1,shift,1.0651551
110,110,pig4_0105878-0106878,102,100,0.00740000000000002,5.47600000000003E-05,1,shift,1.0489814
111,111,pig4_0105878-0106878,100,100,0,0,1,shift,1.0489814
112,112,pig4_0105878-0106878,107,100,0.0259,0.000670810000000002,1,shift,1.0489814
113,113,pig4_0105878-0106878,178,176,0.00740000000000007,5.47600000000011E-05,1,shift,1.0489814
114,114,pig4_0105878-0106878,177,176,0.00370000000000004,1.36900000000003E-05,1,shift,1.0489814
115,115,pig4_0105878-0106878,179,176,0.0111,0.00012321,1,shift,1.0489814
116,116,pig4_0105878-0106878,183,176,0.0259,0.000670810000000002,1,shift,1.0489814
117,117,pig4_0105878-0106878,180,176,0.0148,0.000219040000000001,1,shift,1.0489814
118,118,pig4_0105878-0106878,182,175,0.0258999999999999,0.000670809999999996,1,shift,1.0489814
119,119,pig4_0105878-0106878,177,175,0.00739999999999996,5.47599999999994E-05,1,shift,1.0489814
120,120,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,intsh,2.3912685
121,121,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,intsh,2.3912685
122,122,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,intsh,2.3912685
123,123,pig4_0105878-0106878,105,98,0.0259,0.000670809999999999,1,intsh,2.3912685
124,124,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,intsh,2.3912685
125,125,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,intsh,2.3912685
126,126,pig4_0105878-0106878,105,98,0.0259,0.000670809999999999,1,intsh,2.3912685
127,127,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,intsh,2.3912685
128,128,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,intsh,2.3912685
129,129,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,intsh,2.3912685
130,130,pig4_0105878-0106878,107,98,0.0333,0.00110889,1,smooth,1.4167199
131,131,pig4_0105878-0106878,106,98,0.0296,0.000876159999999998,1,smooth,1.4167199
132,132,pig4_0105878-0106878,107,98,0.0333,0.00110889,1,smooth,1.4167199
133,133,pig4_0105878-0106878,107,98,0.0333,0.00110889,1,smooth,1.4167199
134,134,pig4_0105878-0106878,107,98,0.0333,0.00110889,1,smooth,1.4167199
135,135,pig4_0105878-0106878,106,98,0.0296,0.000876159999999998,1,smooth,1.4167199
136,136,pig4_0105878-0106878,105,98,0.0259,0.000670809999999999,1,smooth,1.4167199
137,137,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,smooth,1.4167199
138,138,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,smooth,1.4167199
139,139,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,smooth,1.4167199
140,140,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
141,141,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
142,142,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
143,143,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
144,144,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
145,145,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
146,146,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
147,147,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
148,148,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
149,149,pig4_0105878-0106878,,98,2.1275,4.52625625,0,contr,1.0279057
150,150,pig4_0105878-0106878,97,98,0.00370000000000004,1.36900000000003E-05,1,none,1.0437813
151,151,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0437813
152,152,pig4_0105878-0106878,94,98,0.0148,0.000219040000000001,1,none,1.0437813
153,153,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,none,1.0437813
154,154,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,none,1.0437813
155,155,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,none,1.0437813
156,156,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
157,157,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
158,158,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
159,159,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
160,160,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,intsh,1.9149015
161,161,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,intsh,1.9149015
162,162,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,intsh,1.9149015
163,163,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,intsh,1.9149015
164,164,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,intsh,1.9149015
165,165,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,intsh,1.9149015
166,166,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,intsh,1.9149015
167,167,pig4_0105878-0106878,91,98,0.0259,0.000670810000000002,1,intsh,1.9149015
168,168,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,intsh,1.9149015
169,169,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,intsh,1.9149015
170,170,pig4_0105878-0106878,29,98,0.2553,0.06517809,1,rect,0.9787927
171,171,pig4_0105878-0106878,31,97,0.2442,0.05963364,1,rect,0.9787927
172,172,pig4_0105878-0106878,27,97,0.259,0.067081,1,rect,0.9787927
173,173,pig4_0105878-0106878,30,97,0.2479,0.06145441,1,rect,0.9787927
174,174,pig4_0105878-0106878,29,97,0.2516,0.06330256,1,rect,0.9787927
175,175,pig4_0105878-0106878,28,97,0.2553,0.06517809,1,rect,0.9787927
176,176,pig4_0105878-0106878,30,97,0.2479,0.06145441,1,rect,0.9787927
177,177,pig4_0105878-0106878,29,97,0.2516,0.06330256,1,rect,0.9787927
178,178,pig4_0105878-0106878,29,96,0.2479,0.06145441,1,rect,0.9787927
179,179,pig4_0105878-0106878,99,96,0.0111,0.00012321,1,rect,0.9787927
180,180,pig4_0105878-0106878,99,96,0.0111,0.00012321,1,stripe,0.99996537
181,181,pig4_0105878-0106878,,96,2.1349,4.55779801,0,stripe,0.99996537
182,182,pig4_0105878-0106878,104,96,0.0296,0.000876160000000001,1,stripe,0.99996537
183,183,pig4_0105878-0106878,101,96,0.0185,0.000342250000000001,1,stripe,0.99996537
184,184,pig4_0105878-0106878,,96,2.1349,4.55779801,0,stripe,0.99996537
185,185,pig4_0105878-0106878,106,96,0.037,0.001369,1,stripe,0.99996537
186,186,pig4_0105878-0106878,99,95,0.0148,0.000219039999999999,1,stripe,0.99996537
187,187,pig4_0105878-0106878,102,95,0.0259,0.000670809999999999,1,stripe,0.99996537
188,188,pig4_0105878-0106878,105,95,0.037,0.001369,1,stripe,0.99996537
189,189,pig4_0105878-0106878,98,95,0.0111,0.00012321,1,stripe,0.99996537
190,190,pig4_0105878-0106878,,95,2.1386,4.57360996,0,noise,0.90874684
191,191,pig4_0105878-0106878,,95,2.1386,4.57360996,0,noise,0.90874684
192,192,pig4_0105878-0106878,,95,2.1386,4.57360996,0,noise,0.90874684
193,193,pig4_0105878-0106878,,94,2.1423,4.58944929,0,noise,0.90874684
194,194,pig4_0105878-0106878,,94,2.1423,4.58944929,0,noise,0.90874684
195,195,pig4_0105878-0106878,10,94,0.3108,0.09659664,1,noise,0.90874684
196,196,pig4_0105878-0106878,,94,2.1423,4.58944929,0,noise,0.90874684
197,197,pig4_0105878-0106878,,94,2.1423,4.58944929,0,noise,0.90874684
198,198,pig4_0105878-0106878,,94,2.1423,4.58944929,0,noise,0.90874684
199,199,pig4_0105878-0106878,,94,2.1423,4.58944929,0,noise,0.90874684
200,200,pig4_0105878-0106878,96,94,0.00740000000000002,5.47600000000003E-05,1,stripe,0.97222596
201,201,pig4_0105878-0106878,101,94,0.0259,0.000670810000000002,1,stripe,0.97222596
202,202,pig4_0105878-0106878,103,93,0.037,0.001369,1,stripe,0.97222596
203,203,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,stripe,0.97222596
204,204,pig4_0105878-0106878,98,93,0.0185,0.000342250000000001,1,stripe,0.97222596
205,205,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,stripe,0.97222596
206,206,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,stripe,0.97222596
207,207,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,stripe,0.97222596
208,208,pig4_0105878-0106878,,93,2.146,4.605316,0,stripe,0.97222596
209,209,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,stripe,0.97222596
210,210,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
211,211,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
212,212,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
213,213,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
214,214,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
215,215,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
216,216,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
217,217,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
218,218,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
219,219,pig4_0105878-0106878,,0,2.4901,6.20059801,0,zoom,1.0875427
220,220,pig4_0105878-0106878,93,93,0,0,1,contr,1.180784
221,221,pig4_0105878-0106878,87,93,0.0222,0.00049284,1,contr,1.180784
222,222,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.180784
223,223,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.180784
224,224,pig4_0105878-0106878,90,93,0.0111,0.00012321,1,contr,1.180784
225,225,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,contr,1.180784
226,226,pig4_0105878-0106878,86,93,0.0259,0.000670809999999999,1,contr,1.180784
227,227,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.180784
228,228,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.180784
229,229,pig4_0105878-0106878,79,93,0.0518,0.00268324,1,contr,1.180784
230,230,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
231,231,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
232,232,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
233,233,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
234,234,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
235,235,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
236,236,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
237,237,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
238,238,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
239,239,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.91423225
240,240,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,stripe,1.0835798
241,241,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,stripe,1.0835798
242,242,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,stripe,1.0835798
243,243,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,stripe,1.0835798
244,244,pig4_0105878-0106878,100,93,0.0259,0.000670809999999999,1,stripe,1.0835798
245,245,pig4_0105878-0106878,84,93,0.0333,0.00110889,1,stripe,1.0835798
246,246,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,stripe,1.0835798
247,247,pig4_0105878-0106878,,93,2.146,4.605316,0,stripe,1.0835798
248,248,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,stripe,1.0835798
249,249,pig4_0105878-0106878,,93,2.146,4.605316,0,stripe,1.0835798
250,250,pig4_0105878-0106878,101,93,0.0296,0.000876160000000001,1,intsh,0.51290035
251,251,pig4_0105878-0106878,102,93,0.0333,0.00110889,1,intsh,0.51290035
252,252,pig4_0105878-0106878,101,93,0.0296,0.000876160000000001,1,intsh,0.51290035
253,253,pig4_0105878-0106878,98,93,0.0185,0.000342250000000001,1,intsh,0.51290035
254,254,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,intsh,0.51290035
255,255,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,intsh,0.51290035
256,256,pig4_0105878-0106878,101,93,0.0296,0.000876160000000001,1,intsh,0.51290035
257,257,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,intsh,0.51290035
258,258,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,intsh,0.51290035
259,259,pig4_0105878-0106878,101,93,0.0296,0.000876160000000001,1,intsh,0.51290035
260,260,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
261,261,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
262,262,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
263,263,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
264,264,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
265,265,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
266,266,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
267,267,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
268,268,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
269,269,pig4_0105878-0106878,,93,2.146,4.605316,0,contr,1.0593829
270,270,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,shift,1.0416454
271,271,pig4_0105878-0106878,182,178,0.0147999999999999,0.000219039999999998,1,shift,1.0416454
272,272,pig4_0105878-0106878,175,178,0.0111,0.00012321,1,shift,1.0416454
273,273,pig4_0105878-0106878,177,178,0.00370000000000004,1.36900000000003E-05,1,shift,1.0416454
274,274,pig4_0105878-0106878,177,178,0.00370000000000004,1.36900000000003E-05,1,shift,1.0416454
275,275,pig4_0105878-0106878,174,178,0.0148,0.000219040000000001,1,shift,1.0416454
276,276,pig4_0105878-0106878,180,178,0.00739999999999996,5.47599999999994E-05,1,shift,1.0416454
277,277,pig4_0105878-0106878,176,178,0.00740000000000007,5.47600000000011E-05,1,shift,1.0416454
278,278,pig4_0105878-0106878,175,178,0.0111,0.00012321,1,shift,1.0416454
279,279,pig4_0105878-0106878,177,178,0.00370000000000004,1.36900000000003E-05,1,shift,1.0416454
280,280,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,rect,0.92811036
281,281,pig4_0105878-0106878,96,92,0.0148,0.000219039999999999,1,rect,0.92811036
282,282,pig4_0105878-0106878,97,92,0.0185,0.000342249999999999,1,rect,0.92811036
283,283,pig4_0105878-0106878,96,92,0.0148,0.000219039999999999,1,rect,0.92811036
284,284,pig4_0105878-0106878,97,92,0.0185,0.000342249999999999,1,rect,0.92811036
285,285,pig4_0105878-0106878,97,92,0.0185,0.000342249999999999,1,rect,0.92811036
286,286,pig4_0105878-0106878,97,92,0.0185,0.000342249999999999,1,rect,0.92811036
287,287,pig4_0105878-0106878,97,92,0.0185,0.000342249999999999,1,rect,0.92811036
288,288,pig4_0105878-0106878,97,92,0.0185,0.000342249999999999,1,rect,0.92811036
289,289,pig4_0105878-0106878,93,92,0.00369999999999998,1.36899999999999E-05,1,rect,0.92811036
290,290,pig4_0105878-0106878,93,92,0.00369999999999998,1.36899999999999E-05,1,shift,1.0400151
291,291,pig4_0105878-0106878,93,92,0.00369999999999998,1.36899999999999E-05,1,shift,1.0400151
292,292,pig4_0105878-0106878,92,92,0,0,1,shift,1.0400151
293,293,pig4_0105878-0106878,93,92,0.00369999999999998,1.36899999999999E-05,1,shift,1.0400151
294,294,pig4_0105878-0106878,162,165,0.0111,0.00012321,1,shift,1.0400151
295,295,pig4_0105878-0106878,163,165,0.00739999999999996,5.47599999999994E-05,1,shift,1.0400151
296,296,pig4_0105878-0106878,168,166,0.00739999999999996,5.47599999999994E-05,1,shift,1.0400151
297,297,pig4_0105878-0106878,165,166,0.00370000000000004,1.36900000000003E-05,1,shift,1.0400151
298,298,pig4_0105878-0106878,165,166,0.00370000000000004,1.36900000000003E-05,1,shift,1.0400151
299,299,pig4_0105878-0106878,169,166,0.0111,0.00012321,1,shift,1.0400151
300,300,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,rect,0.9533817
301,301,pig4_0105878-0106878,94,94,0,0,1,rect,0.9533817
302,302,pig4_0105878-0106878,92,94,0.00739999999999996,5.47599999999994E-05,1,rect,0.9533817
303,303,pig4_0105878-0106878,91,94,0.0111,0.00012321,1,rect,0.9533817
304,304,pig4_0105878-0106878,89,94,0.0185,0.000342249999999999,1,rect,0.9533817
305,305,pig4_0105878-0106878,93,94,0.00369999999999998,1.36899999999999E-05,1,rect,0.9533817
306,306,pig4_0105878-0106878,91,94,0.0111,0.00012321,1,rect,0.9533817
307,307,pig4_0105878-0106878,87,94,0.0259,0.000670809999999999,1,rect,0.9533817
308,308,pig4_0105878-0106878,88,93,0.0185,0.000342250000000001,1,rect,0.9533817
309,309,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,rect,0.9533817
310,310,pig4_0105878-0106878,93,93,0,0,1,shift,1.0702469
311,311,pig4_0105878-0106878,93,93,0,0,1,shift,1.0702469
312,312,pig4_0105878-0106878,83,93,0.037,0.001369,1,shift,1.0702469
313,313,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,shift,1.0702469
314,314,pig4_0105878-0106878,91,92,0.00370000000000004,1.36900000000003E-05,1,shift,1.0702469
315,315,pig4_0105878-0106878,86,92,0.0222,0.00049284,1,shift,1.0702469
316,316,pig4_0105878-0106878,88,92,0.0148,0.000219040000000001,1,shift,1.0702469
317,317,pig4_0105878-0106878,92,92,0,0,1,shift,1.0702469
