,sequence_id,case_id,prediction,target,ae,se,acc,pert_name,snr
80,80,pig4_0105878-0106878,103,106,0.0111,0.00012321,1,none,1.0404282
81,81,pig4_0105878-0106878,104,106,0.00739999999999996,5.47599999999994E-05,1,none,1.0404282
82,82,pig4_0105878-0106878,102,105,0.0111,0.00012321,1,none,1.0404282
83,83,pig4_0105878-0106878,100,105,0.0185,0.000342250000000001,1,none,1.0404282
84,84,pig4_0105878-0106878,106,105,0.00369999999999998,1.36899999999999E-05,1,none,1.0404282
85,85,pig4_0105878-0106878,103,105,0.00740000000000002,5.47600000000003E-05,1,none,1.0404282
86,86,pig4_0105878-0106878,108,105,0.0111,0.00012321,1,none,1.0404282
87,87,pig4_0105878-0106878,101,104,0.0111,0.00012321,1,none,1.0404282
88,88,pig4_0105878-0106878,103,104,0.00370000000000004,1.36900000000003E-05,1,none,1.0404282
89,89,pig4_0105878-0106878,106,104,0.00739999999999996,5.47599999999994E-05,1,none,1.0404282
90,90,pig4_0105878-0106878,104,104,0,0,1,none,1.0699909
91,91,pig4_0105878-0106878,107,103,0.0148,0.000219040000000001,1,none,1.0699909
92,92,pig4_0105878-0106878,101,103,0.00739999999999996,5.47599999999994E-05,1,none,1.0699909
93,93,pig4_0105878-0106878,103,103,0,0,1,none,1.0699909
94,94,pig4_0105878-0106878,105,103,0.00740000000000002,5.47600000000003E-05,1,none,1.0699909
95,95,pig4_0105878-0106878,105,103,0.00740000000000002,5.47600000000003E-05,1,none,1.0699909
96,96,pig4_0105878-0106878,101,102,0.00369999999999998,1.36899999999999E-05,1,none,1.0699909
97,97,pig4_0105878-0106878,106,102,0.0148,0.000219039999999999,1,none,1.0699909
98,98,pig4_0105878-0106878,106,102,0.0148,0.000219039999999999,1,none,1.0699909
99,99,pig4_0105878-0106878,100,102,0.00740000000000002,5.47600000000003E-05,1,none,1.0699909
100,100,pig4_0105878-0106878,102,102,0,0,1,none,1.0651551
101,101,pig4_0105878-0106878,101,102,0.00369999999999998,1.36899999999999E-05,1,none,1.0651551
102,102,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,none,1.0651551
103,103,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,none,1.0651551
104,104,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,none,1.0651551
105,105,pig4_0105878-0106878,98,101,0.0111,0.00012321,1,none,1.0651551
106,106,pig4_0105878-0106878,102,101,0.00369999999999998,1.36899999999999E-05,1,none,1.0651551
107,107,pig4_0105878-0106878,107,100,0.0259,0.000670810000000002,1,none,1.0651551
108,108,pig4_0105878-0106878,101,100,0.00370000000000004,1.36900000000003E-05,1,none,1.0651551
109,109,pig4_0105878-0106878,102,100,0.00740000000000002,5.47600000000003E-05,1,none,1.0651551
110,110,pig4_0105878-0106878,102,100,0.00740000000000002,5.47600000000003E-05,1,none,1.0489814
111,111,pig4_0105878-0106878,100,100,0,0,1,none,1.0489814
112,112,pig4_0105878-0106878,107,100,0.0259,0.000670810000000002,1,none,1.0489814
113,113,pig4_0105878-0106878,103,99,0.0148,0.000219039999999999,1,none,1.0489814
114,114,pig4_0105878-0106878,92,99,0.0259,0.000670809999999999,1,none,1.0489814
115,115,pig4_0105878-0106878,104,99,0.0185,0.000342250000000001,1,none,1.0489814
116,116,pig4_0105878-0106878,107,99,0.0296,0.000876160000000001,1,none,1.0489814
117,117,pig4_0105878-0106878,103,99,0.0148,0.000219039999999999,1,none,1.0489814
118,118,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,none,1.0489814
119,119,pig4_0105878-0106878,98,98,0,0,1,none,1.0489814
120,120,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0232373
121,121,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0232373
122,122,pig4_0105878-0106878,97,98,0.00370000000000004,1.36900000000003E-05,1,none,1.0232373
123,123,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,none,1.0232373
124,124,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,none,1.0232373
125,125,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,none,1.0232373
126,126,pig4_0105878-0106878,105,98,0.0259,0.000670809999999999,1,none,1.0232373
127,127,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,none,1.0232373
128,128,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0232373
129,129,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,none,1.0232373
130,130,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,shift,1.0250307
131,131,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,shift,1.0250307
132,132,pig4_0105878-0106878,105,98,0.0259,0.000670809999999999,1,shift,1.0250307
133,133,pig4_0105878-0106878,184,185,0.00369999999999993,1.36899999999994E-05,1,shift,1.0250307
134,134,pig4_0105878-0106878,186,185,0.00370000000000004,1.36900000000003E-05,1,shift,1.0250307
135,135,pig4_0105878-0106878,187,185,0.00740000000000007,5.47600000000011E-05,1,shift,1.0250307
136,136,pig4_0105878-0106878,183,185,0.00739999999999996,5.47599999999994E-05,1,shift,1.0250307
137,137,pig4_0105878-0106878,185,185,0,0,1,shift,1.0250307
138,138,pig4_0105878-0106878,183,185,0.00739999999999996,5.47599999999994E-05,1,shift,1.0250307
139,139,pig4_0105878-0106878,187,185,0.00740000000000007,5.47600000000011E-05,1,shift,1.0250307
140,140,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,smooth,1.4243441
141,141,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,smooth,1.4243441
142,142,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,smooth,1.4243441
143,143,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,smooth,1.4243441
144,144,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,smooth,1.4243441
145,145,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,smooth,1.4243441
146,146,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,smooth,1.4243441
147,147,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,smooth,1.4243441
148,148,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,smooth,1.4243441
149,149,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,smooth,1.4243441
150,150,pig4_0105878-0106878,97,98,0.00370000000000004,1.36900000000003E-05,1,none,1.0437813
151,151,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0437813
152,152,pig4_0105878-0106878,94,98,0.0148,0.000219040000000001,1,none,1.0437813
153,153,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,none,1.0437813
154,154,pig4_0105878-0106878,102,98,0.0148,0.000219039999999999,1,none,1.0437813
155,155,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,none,1.0437813
156,156,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
157,157,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
158,158,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
159,159,pig4_0105878-0106878,100,98,0.00739999999999996,5.47599999999994E-05,1,none,1.0437813
160,160,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0355849
161,161,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,none,1.0355849
162,162,pig4_0105878-0106878,98,98,0,0,1,none,1.0355849
163,163,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,none,1.0355849
164,164,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0355849
165,165,pig4_0105878-0106878,101,98,0.0111,0.00012321,1,none,1.0355849
166,166,pig4_0105878-0106878,99,98,0.00369999999999998,1.36899999999999E-05,1,none,1.0355849
167,167,pig4_0105878-0106878,93,98,0.0185,0.000342250000000001,1,none,1.0355849
168,168,pig4_0105878-0106878,103,98,0.0185,0.000342249999999999,1,none,1.0355849
169,169,pig4_0105878-0106878,104,98,0.0222,0.00049284,1,none,1.0355849
170,170,pig4_0105878-0106878,98,98,0,0,1,none,1.0529586
171,171,pig4_0105878-0106878,100,97,0.0111,0.00012321,1,none,1.0529586
172,172,pig4_0105878-0106878,99,97,0.00740000000000002,5.47600000000003E-05,1,none,1.0529586
173,173,pig4_0105878-0106878,100,97,0.0111,0.00012321,1,none,1.0529586
174,174,pig4_0105878-0106878,96,97,0.00369999999999998,1.36899999999999E-05,1,none,1.0529586
175,175,pig4_0105878-0106878,98,97,0.00370000000000004,1.36900000000003E-05,1,none,1.0529586
176,176,pig4_0105878-0106878,97,97,0,0,1,none,1.0529586
177,177,pig4_0105878-0106878,103,97,0.0222,0.00049284,1,none,1.0529586
178,178,pig4_0105878-0106878,103,96,0.0259,0.000670809999999999,1,none,1.0529586
179,179,pig4_0105878-0106878,99,96,0.0111,0.00012321,1,none,1.0529586
180,180,pig4_0105878-0106878,99,96,0.0111,0.00012321,1,none,1.0445515
181,181,pig4_0105878-0106878,97,96,0.00369999999999998,1.36899999999999E-05,1,none,1.0445515
182,182,pig4_0105878-0106878,104,96,0.0296,0.000876160000000001,1,none,1.0445515
183,183,pig4_0105878-0106878,101,96,0.0185,0.000342250000000001,1,none,1.0445515
184,184,pig4_0105878-0106878,105,96,0.0333,0.00110889,1,none,1.0445515
185,185,pig4_0105878-0106878,106,96,0.037,0.001369,1,none,1.0445515
186,186,pig4_0105878-0106878,99,95,0.0148,0.000219039999999999,1,none,1.0445515
187,187,pig4_0105878-0106878,102,95,0.0259,0.000670809999999999,1,none,1.0445515
188,188,pig4_0105878-0106878,105,95,0.037,0.001369,1,none,1.0445515
189,189,pig4_0105878-0106878,98,95,0.0111,0.00012321,1,none,1.0445515
190,190,pig4_0105878-0106878,99,95,0.0148,0.000219039999999999,1,none,1.0336827
191,191,pig4_0105878-0106878,101,95,0.0222,0.00049284,1,none,1.0336827
192,192,pig4_0105878-0106878,102,95,0.0259,0.000670809999999999,1,none,1.0336827
193,193,pig4_0105878-0106878,98,94,0.0148,0.000219040000000001,1,none,1.0336827
194,194,pig4_0105878-0106878,99,94,0.0185,0.000342250000000001,1,none,1.0336827
195,195,pig4_0105878-0106878,97,94,0.0111,0.00012321,1,none,1.0336827
196,196,pig4_0105878-0106878,99,94,0.0185,0.000342250000000001,1,none,1.0336827
197,197,pig4_0105878-0106878,96,94,0.00740000000000002,5.47600000000003E-05,1,none,1.0336827
198,198,pig4_0105878-0106878,96,94,0.00740000000000002,5.47600000000003E-05,1,none,1.0336827
199,199,pig4_0105878-0106878,98,94,0.0148,0.000219040000000001,1,none,1.0336827
200,200,pig4_0105878-0106878,96,94,0.00740000000000002,5.47600000000003E-05,1,none,1.0417486
201,201,pig4_0105878-0106878,101,94,0.0259,0.000670810000000002,1,none,1.0417486
202,202,pig4_0105878-0106878,103,93,0.037,0.001369,1,none,1.0417486
203,203,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,none,1.0417486
204,204,pig4_0105878-0106878,98,93,0.0185,0.000342250000000001,1,none,1.0417486
205,205,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.0417486
206,206,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,none,1.0417486
207,207,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0417486
208,208,pig4_0105878-0106878,95,93,0.00740000000000002,5.47600000000003E-05,1,none,1.0417486
209,209,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,none,1.0417486
210,210,pig4_0105878-0106878,98,93,0.0185,0.000342250000000001,1,none,1.0229363
211,211,pig4_0105878-0106878,100,93,0.0259,0.000670809999999999,1,none,1.0229363
212,212,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.0229363
213,213,pig4_0105878-0106878,93,93,0,0,1,none,1.0229363
214,214,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,none,1.0229363
215,215,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0229363
216,216,pig4_0105878-0106878,100,93,0.0259,0.000670809999999999,1,none,1.0229363
217,217,pig4_0105878-0106878,95,93,0.00740000000000002,5.47600000000003E-05,1,none,1.0229363
218,218,pig4_0105878-0106878,100,93,0.0259,0.000670809999999999,1,none,1.0229363
219,219,pig4_0105878-0106878,85,93,0.0296,0.000876160000000001,1,none,1.0229363
220,220,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
221,221,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
222,222,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
223,223,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
224,224,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
225,225,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
226,226,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
227,227,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
228,228,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
229,229,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.92286885
230,230,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.041328
231,231,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.041328
232,232,pig4_0105878-0106878,87,93,0.0222,0.00049284,1,none,1.041328
233,233,pig4_0105878-0106878,90,93,0.0111,0.00012321,1,none,1.041328
234,234,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.041328
235,235,pig4_0105878-0106878,90,93,0.0111,0.00012321,1,none,1.041328
236,236,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,none,1.041328
237,237,pig4_0105878-0106878,93,93,0,0,1,none,1.041328
238,238,pig4_0105878-0106878,88,93,0.0185,0.000342250000000001,1,none,1.041328
239,239,pig4_0105878-0106878,89,93,0.0148,0.000219039999999999,1,none,1.041328
240,240,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.0452439
241,241,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,none,1.0452439
242,242,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.0452439
243,243,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,none,1.0452439
244,244,pig4_0105878-0106878,100,93,0.0259,0.000670809999999999,1,none,1.0452439
245,245,pig4_0105878-0106878,84,93,0.0333,0.00110889,1,none,1.0452439
246,246,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0452439
247,247,pig4_0105878-0106878,89,93,0.0148,0.000219039999999999,1,none,1.0452439
248,248,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.0452439
249,249,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0452439
250,250,pig4_0105878-0106878,90,93,0.0111,0.00012321,1,intsh,2.07993
251,251,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,intsh,2.07993
252,252,pig4_0105878-0106878,87,93,0.0222,0.00049284,1,intsh,2.07993
253,253,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,intsh,2.07993
254,254,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,intsh,2.07993
255,255,pig4_0105878-0106878,93,93,0,0,1,intsh,2.07993
256,256,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,intsh,2.07993
257,257,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,intsh,2.07993
258,258,pig4_0105878-0106878,93,93,0,0,1,intsh,2.07993
259,259,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,intsh,2.07993
260,260,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,none,1.059383
261,261,pig4_0105878-0106878,88,93,0.0185,0.000342250000000001,1,none,1.059383
262,262,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.059383
263,263,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.059383
264,264,pig4_0105878-0106878,88,93,0.0185,0.000342250000000001,1,none,1.059383
265,265,pig4_0105878-0106878,95,93,0.00740000000000002,5.47600000000003E-05,1,none,1.059383
266,266,pig4_0105878-0106878,88,93,0.0185,0.000342250000000001,1,none,1.059383
267,267,pig4_0105878-0106878,99,93,0.0222,0.00049284,1,none,1.059383
268,268,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,none,1.059383
269,269,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,none,1.059383
270,270,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,none,1.0416454
271,271,pig4_0105878-0106878,97,93,0.0148,0.000219039999999999,1,none,1.0416454
272,272,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0416454
273,273,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0416454
274,274,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0416454
275,275,pig4_0105878-0106878,90,93,0.0111,0.00012321,1,none,1.0416454
276,276,pig4_0105878-0106878,95,93,0.00740000000000002,5.47600000000003E-05,1,none,1.0416454
277,277,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0416454
278,278,pig4_0105878-0106878,92,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0416454
279,279,pig4_0105878-0106878,93,93,0,0,1,none,1.0416454
280,280,pig4_0105878-0106878,,93,2.146,4.605316,0,noise,0.9239224
281,281,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
282,282,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
283,283,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
284,284,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
285,285,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
286,286,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
287,287,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
288,288,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
289,289,pig4_0105878-0106878,,92,2.1497,4.62121009,0,noise,0.9239224
290,290,pig4_0105878-0106878,93,92,0.00369999999999998,1.36899999999999E-05,1,intsh,1.8495789
291,291,pig4_0105878-0106878,93,92,0.00369999999999998,1.36899999999999E-05,1,intsh,1.8495789
292,292,pig4_0105878-0106878,91,92,0.00370000000000004,1.36900000000003E-05,1,intsh,1.8495789
293,293,pig4_0105878-0106878,94,92,0.00739999999999996,5.47599999999994E-05,1,intsh,1.8495789
294,294,pig4_0105878-0106878,91,92,0.00370000000000004,1.36900000000003E-05,1,intsh,1.8495789
295,295,pig4_0105878-0106878,88,92,0.0148,0.000219040000000001,1,intsh,1.8495789
296,296,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,intsh,1.8495789
297,297,pig4_0105878-0106878,90,93,0.0111,0.00012321,1,intsh,1.8495789
298,298,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,intsh,1.8495789
299,299,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,intsh,1.8495789
300,300,pig4_0105878-0106878,94,93,0.00369999999999998,1.36899999999999E-05,1,none,1.0434203
301,301,pig4_0105878-0106878,94,94,0,0,1,none,1.0434203
302,302,pig4_0105878-0106878,92,94,0.00739999999999996,5.47599999999994E-05,1,none,1.0434203
303,303,pig4_0105878-0106878,91,94,0.0111,0.00012321,1,none,1.0434203
304,304,pig4_0105878-0106878,89,94,0.0185,0.000342249999999999,1,none,1.0434203
305,305,pig4_0105878-0106878,93,94,0.00369999999999998,1.36899999999999E-05,1,none,1.0434203
306,306,pig4_0105878-0106878,91,94,0.0111,0.00012321,1,none,1.0434203
307,307,pig4_0105878-0106878,87,94,0.0259,0.000670809999999999,1,none,1.0434203
308,308,pig4_0105878-0106878,88,93,0.0185,0.000342250000000001,1,none,1.0434203
309,309,pig4_0105878-0106878,91,93,0.00740000000000002,5.47600000000003E-05,1,none,1.0434203
310,310,pig4_0105878-0106878,95,93,0.00740000000000002,5.47600000000003E-05,1,smooth,1.4808549
311,311,pig4_0105878-0106878,96,93,0.0111,0.00012321,1,smooth,1.4808549
312,312,pig4_0105878-0106878,93,93,0,0,1,smooth,1.4808549
