,sequence_id,case_id,prediction,maha_score,estimation_score,maha_img_score,supervised_score,glow_score,is_ood
105,5,pig3_0017669-0017679_o,,170.48378,0.008673812,27.364407071855442,0.00089493964,0.6189683,True
106,6,pig3_0017669-0017679_o,,170.48378,0.0068646967,28.781798516731296,0.00089493964,0.6189683,True
107,7,pig3_0017669-0017679_o,,170.48378,0.0055812406,29.345605598570813,0.00089493964,0.6189683,True
108,8,pig3_0017669-0017679_o,,170.48378,0.00475009,28.391362424430874,0.00089493964,0.6189683,True
109,9,pig3_0017669-0017679_o,,170.48378,0.006706886,29.357665474758488,0.00089493964,0.6189683,True
110,0,pig3_0019092-0019102_o,,214.0271,0.004805691,24.367459069552044,0.025873907,0.6176334,True
111,1,pig3_0019092-0019102_o,,214.0271,0.0038935677,25.478260330589837,0.025873907,0.6176334,True
112,2,pig3_0019092-0019102_o,,214.0271,0.0054612486,24.254133655657185,0.025873907,0.6176334,True
113,3,pig3_0019092-0019102_o,,214.0271,0.0077535817,24.10877107324604,0.025873907,0.6176334,True
114,4,pig3_0019092-0019102_o,,214.0271,0.007973307,24.221813971210334,0.025873907,0.6176334,True
115,5,pig3_0019092-0019102_o,,214.0271,0.0023181988,25.549672544449542,0.025873907,0.6176334,True
116,6,pig3_0019092-0019102_o,,214.0271,0.0028779549,23.665588617524595,0.025873907,0.6176334,True
117,7,pig3_0019092-0019102_o,,214.0271,0.0022413833,24.073010192643107,0.025873907,0.6176334,True
118,8,pig3_0019092-0019102_o,,214.0271,0.00405469,22.86083745097824,0.025873907,0.6176334,True
119,9,pig3_0019092-0019102_o,,214.0271,0.0021469695,24.412633554644845,0.025873907,0.6176334,True
120,0,pig3_0020144-0020154_o,,162.425,0.0012574731,23.29294987548399,0.045744084,0.61206245,True
121,1,pig3_0020144-0020154_o,,162.425,0.0018529275,22.882661358131752,0.045744084,0.61206245,True
122,2,pig3_0020144-0020154_o,,162.425,0.00086159166,23.022416669801963,0.045744084,0.61206245,True
123,3,pig3_0020144-0020154_o,,162.425,0.0010617028,22.700905685936714,0.045744084,0.61206245,True
124,4,pig3_0020144-0020154_o,,162.425,0.001219478,22.66237893565491,0.045744084,0.61206245,True
125,5,pig3_0020144-0020154_o,,162.425,0.0010923871,24.232986683192678,0.045744084,0.61206245,True
126,6,pig3_0020144-0020154_o,,162.425,0.0015123982,23.791665346594925,0.045744084,0.61206245,True
127,7,pig3_0020144-0020154_o,,162.425,0.0016063259,24.236941928546333,0.045744084,0.61206245,True
128,8,pig3_0020144-0020154_o,,162.425,0.0021632712,22.814048707336266,0.045744084,0.61206245,True
129,9,pig3_0020144-0020154_o,,162.425,0.0017046765,23.739278340325757,0.045744084,0.61206245,True
130,0,pig3_0020507-0020517_o,,166.42995,0.0011319995,23.23861367016974,0.05243584,0.61829615,True
131,1,pig3_0020507-0020517_o,,166.42995,0.0011365826,22.777504741352217,0.05243584,0.61829615,True
132,2,pig3_0020507-0020517_o,,166.42995,0.0007168569,22.513900492349322,0.05243584,0.61829615,True
133,3,pig3_0020507-0020517_o,,166.42995,0.0011917567,21.530261915516746,0.05243584,0.61829615,True
134,4,pig3_0020507-0020517_o,,166.42995,0.0010055909,23.615062187763012,0.05243584,0.61829615,True
135,5,pig3_0020507-0020517_o,,166.42995,0.0012606308,22.601587673457054,0.05243584,0.61829615,True
136,6,pig3_0020507-0020517_o,,166.42995,0.0011138446,22.648251311328696,0.05243584,0.61829615,True
137,7,pig3_0020507-0020517_o,,166.42995,0.0010442047,22.409847543938135,0.05243584,0.61829615,True
138,8,pig3_0020507-0020517_o,,166.42995,0.0014103616,24.226508038761917,0.05243584,0.61829615,True
139,9,pig3_0020507-0020517_o,,166.42995,0.0009355813,23.021352457695677,0.05243584,0.61829615,True
140,0,pig3_0021226-0021236_o,,163.42542,0.0012442933,23.583226827471968,0.029734083,0.6172353,True
141,1,pig3_0021226-0021236_o,,163.42542,0.0013773127,23.32837637941895,0.029734083,0.6172353,True
142,2,pig3_0021226-0021236_o,,163.42542,0.0011770015,22.958203412996703,0.029734083,0.6172353,True
143,3,pig3_0021226-0021236_o,,163.42542,0.002621287,22.930954879921487,0.029734083,0.6172353,True
144,4,pig3_0021226-0021236_o,,163.42542,0.0027293826,23.3765094042939,0.029734083,0.6172353,True
145,5,pig3_0021226-0021236_o,,163.42542,0.0059563178,23.575673775711564,0.029734083,0.6172353,True
146,6,pig3_0021226-0021236_o,,163.42542,0.0014847959,22.68837739198265,0.029734083,0.6172353,True
147,7,pig3_0021226-0021236_o,,163.42542,0.0014467605,22.8691555101976,0.029734083,0.6172353,True
148,8,pig3_0021226-0021236_o,,163.42542,0.005971927,25.037940506172962,0.029734083,0.6172353,True
149,9,pig3_0021226-0021236_o,,163.42542,0.00139687,23.328892176326733,0.029734083,0.6172353,True
150,0,pig3_0024062-0024072_o,,165.11371,0.0022759535,23.44214167189901,0.026644407,0.6118981,True
151,1,pig3_0024062-0024072_o,,165.11371,0.0015387186,26.135093710475715,0.026644407,0.6118981,True
152,2,pig3_0024062-0024072_o,,165.11371,0.0020119543,26.177321357190326,0.026644407,0.6118981,True
153,3,pig3_0024062-0024072_o,,165.11371,0.0018955303,24.265990027409423,0.026644407,0.6118981,True
154,4,pig3_0024062-0024072_o,,165.11371,0.0024733848,24.73971193365324,0.026644407,0.6118981,True
155,5,pig3_0024062-0024072_o,,165.11371,0.0021222052,23.440343100797037,0.026644407,0.6118981,True
156,6,pig3_0024062-0024072_o,,165.11371,0.0031044958,25.41508621049316,0.026644407,0.6118981,True
157,7,pig3_0024062-0024072_o,,165.11371,0.002050424,24.57137009264312,0.026644407,0.6118981,True
158,8,pig3_0024062-0024072_o,,165.11371,0.0026294938,25.364553282220005,0.026644407,0.6118981,True
159,9,pig3_0024062-0024072_o,,165.11371,0.0027642762,27.082253463666344,0.026644407,0.6118981,True
160,0,pig3_0024674-0024684_o,,225.02551,0.020245368,31.10557625927908,0.0073295543,0.63604593,True
161,1,pig3_0024674-0024684_o,,225.02551,0.01905524,30.576441795064447,0.0073295543,0.63604593,True
162,2,pig3_0024674-0024684_o,,225.02551,0.017082628,30.46211574120591,0.0073295543,0.63604593,True
163,3,pig3_0024674-0024684_o,,225.02551,0.018935563,30.459430274292057,0.0073295543,0.63604593,True
164,4,pig3_0024674-0024684_o,,225.02551,0.017964303,32.185849259962374,0.0073295543,0.63604593,True
165,5,pig3_0024674-0024684_o,,225.02551,0.016950553,30.895149228181385,0.0073295543,0.63604593,True
166,6,pig3_0024674-0024684_o,,225.02551,0.01685571,29.65548595542671,0.0073295543,0.63604593,True
167,7,pig3_0024674-0024684_o,,225.02551,0.015933344,33.14827167369084,0.0073295543,0.63604593,True
168,8,pig3_0024674-0024684_o,,225.02551,0.014784493,31.13356210677848,0.0073295543,0.63604593,True
169,9,pig3_0024674-0024684_o,,225.02551,0.01504387,30.984240237528674,0.0073295543,0.63604593,True
170,0,pig3_0025706-0025716_o,,286.38226,0.0036847892,66.7456436251461,0.038657635,0.65426314,True
171,1,pig3_0025706-0025716_o,,286.38226,0.0036847892,67.41437637812771,0.038657635,0.65426314,True
172,2,pig3_0025706-0025716_o,,286.38226,0.0036847892,68.18128258485314,0.038657635,0.65426314,True
173,3,pig3_0025706-0025716_o,,286.38226,0.0036847892,67.78033146350097,0.038657635,0.65426314,True
174,4,pig3_0025706-0025716_o,,286.38226,0.0036847892,68.40936361322557,0.038657635,0.65426314,True
175,5,pig3_0025706-0025716_o,,286.38226,0.0036847892,67.11223256454619,0.038657635,0.65426314,True
176,6,pig3_0025706-0025716_o,,286.38226,0.0036847892,67.27020738705339,0.038657635,0.65426314,True
177,7,pig3_0025706-0025716_o,,286.38226,0.0036847892,67.17860136008777,0.038657635,0.65426314,True
178,8,pig3_0025706-0025716_o,,286.38226,0.0036847892,67.98078805632672,0.038657635,0.65426314,True
179,9,pig3_0025706-0025716_o,,286.38226,0.0036847892,66.3458962394647,0.038657635,0.65426314,True
180,0,pig3_0026465-0026475_o,,341.4276,0.21548909,43.809100854877265,0.006293859,0.6275495,True
181,1,pig3_0026465-0026475_o,40.0,341.4276,0.42745918,42.79851603713602,0.006293859,0.6275495,True
182,2,pig3_0026465-0026475_o,42.0,341.4276,0.47912362,43.56691602027259,0.006293859,0.6275495,True
183,3,pig3_0026465-0026475_o,41.0,341.4276,0.45143878,43.604250609144124,0.006293859,0.6275495,True
184,4,pig3_0026465-0026475_o,42.0,341.4276,0.52525336,42.516694954467944,0.006293859,0.6275495,True
185,5,pig3_0026465-0026475_o,41.0,341.4276,0.4044093,42.65137080077284,0.006293859,0.6275495,True
186,6,pig3_0026465-0026475_o,41.0,341.4276,0.43423814,42.756733864053494,0.006293859,0.6275495,True
187,7,pig3_0026465-0026475_o,39.0,341.4276,0.4247099,41.669696455582226,0.006293859,0.6275495,True
188,8,pig3_0026465-0026475_o,39.0,341.4276,0.49996844,41.51836802509807,0.006293859,0.6275495,True
189,9,pig3_0026465-0026475_o,39.0,341.4276,0.42874035,41.09264372108589,0.006293859,0.6275495,True
190,0,pig3_0027036-0027046_o,72.0,237.87622,0.55215454,34.423675553951576,0.00037697933,0.6247923,True
191,1,pig3_0027036-0027046_o,73.0,237.87622,0.52680933,34.80686919314983,0.00037697933,0.6247923,True
192,2,pig3_0027036-0027046_o,72.0,237.87622,0.602086,33.649616486378264,0.00037697933,0.6247923,True
193,3,pig3_0027036-0027046_o,71.0,237.87622,0.6527384,34.05955120320097,0.00037697933,0.6247923,True
194,4,pig3_0027036-0027046_o,71.0,237.87622,0.7296546,33.92338237112632,0.00037697933,0.6247923,True
195,5,pig3_0027036-0027046_o,72.0,237.87622,0.6282964,33.94733638336069,0.00037697933,0.6247923,True
196,6,pig3_0027036-0027046_o,74.0,237.87622,0.66713274,34.05309130432883,0.00037697933,0.6247923,True
197,7,pig3_0027036-0027046_o,75.0,237.87622,0.6577826,32.83720721974957,0.00037697933,0.6247923,True
198,8,pig3_0027036-0027046_o,74.0,237.87622,0.7796631,31.59663995359507,0.00037697933,0.6247923,True
199,9,pig3_0027036-0027046_o,75.0,237.87622,0.79273087,33.5564504426489,0.00037697933,0.6247923,True
200,0,pig3_0027073-0027083_o,239.0,223.68732,0.42947137,29.00172811864074,0.0023212878,0.67233354,True
201,1,pig3_0027073-0027083_o,240.0,223.68732,0.4687284,30.160852448616478,0.0023212878,0.67233354,True
202,2,pig3_0027073-0027083_o,241.0,223.68732,0.55127776,30.009191355569342,0.0023212878,0.67233354,True
203,3,pig3_0027073-0027083_o,242.0,223.68732,0.5647946,31.676799145868163,0.0023212878,0.67233354,True
204,4,pig3_0027073-0027083_o,240.0,223.68732,0.49607298,31.069534780426014,0.0023212878,0.67233354,True
205,5,pig3_0027073-0027083_o,241.0,223.68732,0.35185665,31.937464791956106,0.0023212878,0.67233354,True
206,6,pig3_0027073-0027083_o,239.0,223.68732,0.43808186,32.109560027604545,0.0023212878,0.67233354,True
207,7,pig3_0027073-0027083_o,238.0,223.68732,0.42006746,30.67628649499176,0.0023212878,0.67233354,True
208,8,pig3_0027073-0027083_o,240.0,223.68732,0.5132585,31.127144156694005,0.0023212878,0.67233354,True
209,9,pig3_0027073-0027083_o,233.0,223.68732,0.36774588,30.92130468364742,0.0023212878,0.67233354,True
210,0,pig3_0027096-0027106_o,,523.0128,0.0011366853,21.647942844265565,0.77634937,0.8615133,True
211,1,pig3_0027096-0027106_o,,523.0128,0.0010106163,22.097179513190387,0.77634937,0.8615133,True
212,2,pig3_0027096-0027106_o,,523.0128,0.0010743313,22.683138847850632,0.77634937,0.8615133,True
213,3,pig3_0027096-0027106_o,,523.0128,0.029691087,22.91306819567695,0.77634937,0.8615133,True
214,4,pig3_0027096-0027106_o,,523.0128,0.0011459999,22.767746149234796,0.77634937,0.8615133,True
215,5,pig3_0027096-0027106_o,,523.0128,0.15940662,35.93618726230873,0.77634937,0.8615133,True
216,6,pig3_0027096-0027106_o,,523.0128,0.0036847892,61.483902734995404,0.77634937,0.8615133,True
217,7,pig3_0027096-0027106_o,,523.0128,0.0036847892,55.173952611304586,0.77634937,0.8615133,True
218,8,pig3_0027096-0027106_o,,523.0128,0.0036847892,42.849398524352495,0.77634937,0.8615133,True
219,9,pig3_0027096-0027106_o,,523.0128,0.0036847892,44.33136326820891,0.77634937,0.8615133,True
220,0,pig3_0029728-0029738_o,,230.37903,0.0009174589,23.86816961170037,0.004269025,0.6250875,True
221,1,pig3_0029728-0029738_o,,230.37903,0.0012150286,23.76287403335212,0.004269025,0.6250875,True
222,2,pig3_0029728-0029738_o,,230.37903,0.038701333,22.870555620894024,0.004269025,0.6250875,True
223,3,pig3_0029728-0029738_o,,230.37903,0.09092857,23.15997631285309,0.004269025,0.6250875,True
224,4,pig3_0029728-0029738_o,23.0,230.37903,0.49393195,25.375687873897043,0.004269025,0.6250875,True
225,5,pig3_0029728-0029738_o,,230.37903,0.17423525,24.792001708999067,0.004269025,0.6250875,True
226,6,pig3_0029728-0029738_o,19.0,230.37903,0.4863435,27.45072231354977,0.004269025,0.6250875,True
227,7,pig3_0029728-0029738_o,23.0,230.37903,0.3716652,28.30132613223529,0.004269025,0.6250875,True
228,8,pig3_0029728-0029738_o,25.0,230.37903,0.6169865,27.778936834984524,0.004269025,0.6250875,True
229,9,pig3_0029728-0029738_o,23.0,230.37903,0.6297309,27.42667475110421,0.004269025,0.6250875,True
230,0,pig3_0031024-0031034_o,85.0,197.45558,0.4694439,23.66823956282838,0.25334832,0.61862844,True
231,1,pig3_0031024-0031034_o,85.0,197.45558,0.60315603,23.887109498304678,0.25334832,0.61862844,True
232,2,pig3_0031024-0031034_o,86.0,197.45558,0.6310546,24.621453648629213,0.25334832,0.61862844,True
233,3,pig3_0031024-0031034_o,,197.45558,0.26898643,25.312822752579766,0.25334832,0.61862844,True
234,4,pig3_0031024-0031034_o,,197.45558,0.019373322,24.005903381858925,0.25334832,0.61862844,True
235,5,pig3_0031024-0031034_o,,197.45558,0.0009727692,23.463976239291668,0.25334832,0.61862844,True
236,6,pig3_0031024-0031034_o,,197.45558,0.001203791,23.100119356355165,0.25334832,0.61862844,True
237,7,pig3_0031024-0031034_o,,197.45558,0.001186003,22.994129520902558,0.25334832,0.61862844,True
238,8,pig3_0031024-0031034_o,,197.45558,0.0009392516,23.672134371858107,0.25334832,0.61862844,True
239,9,pig3_0031024-0031034_o,,197.45558,0.0011831182,24.60692122535298,0.25334832,0.61862844,True
240,0,pig3_0031080-0031090_o,,163.88715,0.0012747142,24.66236108069556,0.17766277,0.6174378,True
241,1,pig3_0031080-0031090_o,,163.88715,0.001783363,25.160243591394696,0.17766277,0.6174378,True
242,2,pig3_0031080-0031090_o,,163.88715,0.0017630968,26.069568216386507,0.17766277,0.6174378,True
243,3,pig3_0031080-0031090_o,,163.88715,0.0012212554,24.9464595085987,0.17766277,0.6174378,True
244,4,pig3_0031080-0031090_o,,163.88715,0.0011150707,24.1408717314337,0.17766277,0.6174378,True
245,5,pig3_0031080-0031090_o,,163.88715,0.0013450526,25.305428964580724,0.17766277,0.6174378,True
246,6,pig3_0031080-0031090_o,,163.88715,0.00090177986,23.461925898448083,0.17766277,0.6174378,True
247,7,pig3_0031080-0031090_o,,163.88715,0.0011387193,24.46373911447204,0.17766277,0.6174378,True
248,8,pig3_0031080-0031090_o,,163.88715,0.001675877,24.809983894312857,0.17766277,0.6174378,True
249,9,pig3_0031080-0031090_o,,163.88715,0.0012536121,23.251357838310742,0.17766277,0.6174378,True
250,0,pig3_0031391-0031401_o,,158.44318,0.0014619783,24.649106805093677,0.05189152,0.6168736,True
251,1,pig3_0031391-0031401_o,,158.44318,0.0016800847,22.73795504424655,0.05189152,0.6168736,True
252,2,pig3_0031391-0031401_o,,158.44318,0.0012049121,23.92100467471508,0.05189152,0.6168736,True
253,3,pig3_0031391-0031401_o,,158.44318,0.0010081299,24.16481709965851,0.05189152,0.6168736,True
254,4,pig3_0031391-0031401_o,,158.44318,0.001364169,23.907747548754525,0.05189152,0.6168736,True
255,5,pig3_0031391-0031401_o,,158.44318,0.0011047905,25.650526679253584,0.05189152,0.6168736,True
256,6,pig3_0031391-0031401_o,,158.44318,0.0017375287,24.91511662698184,0.05189152,0.6168736,True
257,7,pig3_0031391-0031401_o,,158.44318,0.0011142015,24.391536621294573,0.05189152,0.6168736,True
258,8,pig3_0031391-0031401_o,,158.44318,0.0013015347,23.487575066301215,0.05189152,0.6168736,True
