,sequence_id,case_id,prediction,snr,is_ood
73,3,pig3_0013524-0013534_o,86,0.75410885,True
74,4,pig3_0013524-0013534_o,88,0.75410885,True
75,5,pig3_0013524-0013534_o,91,0.75410885,True
76,6,pig3_0013524-0013534_o,86,0.75410885,True
77,7,pig3_0013524-0013534_o,90,0.75410885,True
78,8,pig3_0013524-0013534_o,91,0.75410885,True
79,9,pig3_0013524-0013534_o,89,0.75410885,True
80,0,pig3_0014856-0014866_o,,1.0752687,True
81,1,pig3_0014856-0014866_o,,1.0752687,True
82,2,pig3_0014856-0014866_o,,1.0752687,True
83,3,pig3_0014856-0014866_o,,1.0752687,True
84,4,pig3_0014856-0014866_o,,1.0752687,True
85,5,pig3_0014856-0014866_o,102,1.0752687,True
86,6,pig3_0014856-0014866_o,,1.0752687,True
87,7,pig3_0014856-0014866_o,,1.0752687,True
88,8,pig3_0014856-0014866_o,,1.0752687,True
89,9,pig3_0014856-0014866_o,,1.0752687,True
90,0,pig3_0015200-0015210_o,85,0.68355304,True
91,1,pig3_0015200-0015210_o,87,0.68355304,True
92,2,pig3_0015200-0015210_o,88,0.68355304,True
93,3,pig3_0015200-0015210_o,88,0.68355304,True
94,4,pig3_0015200-0015210_o,94,0.68355304,True
95,5,pig3_0015200-0015210_o,92,0.68355304,True
96,6,pig3_0015200-0015210_o,94,0.68355304,True
97,7,pig3_0015200-0015210_o,93,0.68355304,True
98,8,pig3_0015200-0015210_o,91,0.68355304,True
99,9,pig3_0015200-0015210_o,90,0.68355304,True
100,0,pig3_0017669-0017679_o,,0.9637136,True
101,1,pig3_0017669-0017679_o,,0.9637136,True
102,2,pig3_0017669-0017679_o,,0.9637136,True
103,3,pig3_0017669-0017679_o,,0.9637136,True
104,4,pig3_0017669-0017679_o,,0.9637136,True
105,5,pig3_0017669-0017679_o,,0.9637136,True
106,6,pig3_0017669-0017679_o,,0.9637136,True
107,7,pig3_0017669-0017679_o,,0.9637136,True
108,8,pig3_0017669-0017679_o,,0.9637136,True
109,9,pig3_0017669-0017679_o,,0.9637136,True
110,0,pig3_0019092-0019102_o,,0.98100704,True
111,1,pig3_0019092-0019102_o,,0.98100704,True
112,2,pig3_0019092-0019102_o,,0.98100704,True
113,3,pig3_0019092-0019102_o,,0.98100704,True
114,4,pig3_0019092-0019102_o,,0.98100704,True
115,5,pig3_0019092-0019102_o,,0.98100704,True
116,6,pig3_0019092-0019102_o,,0.98100704,True
117,7,pig3_0019092-0019102_o,,0.98100704,True
118,8,pig3_0019092-0019102_o,,0.98100704,True
119,9,pig3_0019092-0019102_o,,0.98100704,True
120,0,pig3_0020144-0020154_o,,1.0400386,True
121,1,pig3_0020144-0020154_o,,1.0400386,True
122,2,pig3_0020144-0020154_o,,1.0400386,True
123,3,pig3_0020144-0020154_o,,1.0400386,True
124,4,pig3_0020144-0020154_o,,1.0400386,True
125,5,pig3_0020144-0020154_o,,1.0400386,True
126,6,pig3_0020144-0020154_o,,1.0400386,True
127,7,pig3_0020144-0020154_o,,1.0400386,True
128,8,pig3_0020144-0020154_o,,1.0400386,True
129,9,pig3_0020144-0020154_o,,1.0400386,True
130,0,pig3_0020507-0020517_o,,1.064424,True
131,1,pig3_0020507-0020517_o,,1.064424,True
132,2,pig3_0020507-0020517_o,,1.064424,True
133,3,pig3_0020507-0020517_o,,1.064424,True
134,4,pig3_0020507-0020517_o,,1.064424,True
135,5,pig3_0020507-0020517_o,,1.064424,True
136,6,pig3_0020507-0020517_o,,1.064424,True
137,7,pig3_0020507-0020517_o,,1.064424,True
138,8,pig3_0020507-0020517_o,,1.064424,True
139,9,pig3_0020507-0020517_o,,1.064424,True
140,0,pig3_0021226-0021236_o,,1.0402714,True
141,1,pig3_0021226-0021236_o,,1.0402714,True
142,2,pig3_0021226-0021236_o,,1.0402714,True
143,3,pig3_0021226-0021236_o,,1.0402714,True
144,4,pig3_0021226-0021236_o,,1.0402714,True
145,5,pig3_0021226-0021236_o,,1.0402714,True
146,6,pig3_0021226-0021236_o,,1.0402714,True
147,7,pig3_0021226-0021236_o,,1.0402714,True
148,8,pig3_0021226-0021236_o,,1.0402714,True
149,9,pig3_0021226-0021236_o,,1.0402714,True
150,0,pig3_0024062-0024072_o,,1.022149,True
151,1,pig3_0024062-0024072_o,,1.022149,True
152,2,pig3_0024062-0024072_o,,1.022149,True
153,3,pig3_0024062-0024072_o,,1.022149,True
154,4,pig3_0024062-0024072_o,,1.022149,True
155,5,pig3_0024062-0024072_o,,1.022149,True
156,6,pig3_0024062-0024072_o,,1.022149,True
157,7,pig3_0024062-0024072_o,,1.022149,True
158,8,pig3_0024062-0024072_o,,1.022149,True
159,9,pig3_0024062-0024072_o,,1.022149,True
160,0,pig3_0024674-0024684_o,,0.8397168,True
161,1,pig3_0024674-0024684_o,,0.8397168,True
162,2,pig3_0024674-0024684_o,,0.8397168,True
163,3,pig3_0024674-0024684_o,,0.8397168,True
164,4,pig3_0024674-0024684_o,,0.8397168,True
165,5,pig3_0024674-0024684_o,,0.8397168,True
166,6,pig3_0024674-0024684_o,,0.8397168,True
167,7,pig3_0024674-0024684_o,,0.8397168,True
168,8,pig3_0024674-0024684_o,,0.8397168,True
169,9,pig3_0024674-0024684_o,,0.8397168,True
170,0,pig3_0025706-0025716_o,,0.53521425,True
171,1,pig3_0025706-0025716_o,,0.53521425,True
172,2,pig3_0025706-0025716_o,,0.53521425,True
173,3,pig3_0025706-0025716_o,,0.53521425,True
174,4,pig3_0025706-0025716_o,,0.53521425,True
175,5,pig3_0025706-0025716_o,,0.53521425,True
176,6,pig3_0025706-0025716_o,,0.53521425,True
177,7,pig3_0025706-0025716_o,,0.53521425,True
178,8,pig3_0025706-0025716_o,,0.53521425,True
179,9,pig3_0025706-0025716_o,,0.53521425,True
180,0,pig3_0026465-0026475_o,,0.562248,True
181,1,pig3_0026465-0026475_o,40,0.562248,True
182,2,pig3_0026465-0026475_o,42,0.562248,True
183,3,pig3_0026465-0026475_o,41,0.562248,True
184,4,pig3_0026465-0026475_o,42,0.562248,True
185,5,pig3_0026465-0026475_o,41,0.562248,True
186,6,pig3_0026465-0026475_o,41,0.562248,True
187,7,pig3_0026465-0026475_o,39,0.562248,True
188,8,pig3_0026465-0026475_o,39,0.562248,True
189,9,pig3_0026465-0026475_o,39,0.562248,True
190,0,pig3_0027036-0027046_o,72,0.60372126,True
191,1,pig3_0027036-0027046_o,73,0.60372126,True
192,2,pig3_0027036-0027046_o,72,0.60372126,True
193,3,pig3_0027036-0027046_o,71,0.60372126,True
194,4,pig3_0027036-0027046_o,71,0.60372126,True
195,5,pig3_0027036-0027046_o,72,0.60372126,True
196,6,pig3_0027036-0027046_o,74,0.60372126,True
197,7,pig3_0027036-0027046_o,75,0.60372126,True
198,8,pig3_0027036-0027046_o,74,0.60372126,True
199,9,pig3_0027036-0027046_o,75,0.60372126,True
200,0,pig3_0027073-0027083_o,239,0.60110563,True
201,1,pig3_0027073-0027083_o,240,0.60110563,True
202,2,pig3_0027073-0027083_o,241,0.60110563,True
203,3,pig3_0027073-0027083_o,242,0.60110563,True
204,4,pig3_0027073-0027083_o,240,0.60110563,True
205,5,pig3_0027073-0027083_o,241,0.60110563,True
206,6,pig3_0027073-0027083_o,239,0.60110563,True
207,7,pig3_0027073-0027083_o,238,0.60110563,True
208,8,pig3_0027073-0027083_o,240,0.60110563,True
209,9,pig3_0027073-0027083_o,233,0.60110563,True
210,0,pig3_0027096-0027106_o,,0.7171406,True
211,1,pig3_0027096-0027106_o,,0.7171406,True
212,2,pig3_0027096-0027106_o,,0.7171406,True
213,3,pig3_0027096-0027106_o,,0.7171406,True
214,4,pig3_0027096-0027106_o,,0.7171406,True
215,5,pig3_0027096-0027106_o,,0.7171406,True
216,6,pig3_0027096-0027106_o,,0.7171406,True
217,7,pig3_0027096-0027106_o,,0.7171406,True
218,8,pig3_0027096-0027106_o,,0.7171406,True
219,9,pig3_0027096-0027106_o,,0.7171406,True
220,0,pig3_0029728-0029738_o,,0.9922525,True
221,1,pig3_0029728-0029738_o,,0.9922525,True
222,2,pig3_0029728-0029738_o,,0.9922525,True
223,3,pig3_0029728-0029738_o,,0.9922525,True
224,4,pig3_0029728-0029738_o,23,0.9922525,True
225,5,pig3_0029728-0029738_o,,0.9922525,True
226,6,pig3_0029728-0029738_o,19,0.9922525,True
227,7,pig3_0029728-0029738_o,23,0.9922525,True
228,8,pig3_0029728-0029738_o,25,0.9922525,True
229,9,pig3_0029728-0029738_o,23,0.9922525,True
230,0,pig3_0031024-0031034_o,85,1.102878,True
231,1,pig3_0031024-0031034_o,85,1.102878,True
232,2,pig3_0031024-0031034_o,86,1.102878,True
233,3,pig3_0031024-0031034_o,,1.102878,True
234,4,pig3_0031024-0031034_o,,1.102878,True
235,5,pig3_0031024-0031034_o,,1.102878,True
236,6,pig3_0031024-0031034_o,,1.102878,True
237,7,pig3_0031024-0031034_o,,1.102878,True
238,8,pig3_0031024-0031034_o,,1.102878,True
239,9,pig3_0031024-0031034_o,,1.102878,True
240,0,pig3_0031080-0031090_o,,1.1312693,True
241,1,pig3_0031080-0031090_o,,1.1312693,True
242,2,pig3_0031080-0031090_o,,1.1312693,True
243,3,pig3_0031080-0031090_o,,1.1312693,True
244,4,pig3_0031080-0031090_o,,1.1312693,True
245,5,pig3_0031080-0031090_o,,1.1312693,True
246,6,pig3_0031080-0031090_o,,1.1312693,True
247,7,pig3_0031080-0031090_o,,1.1312693,True
248,8,pig3_0031080-0031090_o,,1.1312693,True
249,9,pig3_0031080-0031090_o,,1.1312693,True
250,0,pig3_0031391-0031401_o,,1.1383568,True
251,1,pig3_0031391-0031401_o,,1.1383568,True
252,2,pig3_0031391-0031401_o,,1.1383568,True
253,3,pig3_0031391-0031401_o,,1.1383568,True
254,4,pig3_0031391-0031401_o,,1.1383568,True
255,5,pig3_0031391-0031401_o,,1.1383568,True
256,6,pig3_0031391-0031401_o,,1.1383568,True
257,7,pig3_0031391-0031401_o,,1.1383568,True
258,8,pig3_0031391-0031401_o,,1.1383568,True
259,9,pig3_0031391-0031401_o,,1.1383568,True
260,0,pig3_0032730-0032740_o,,1.0664667,True
261,1,pig3_0032730-0032740_o,,1.0664667,True
262,2,pig3_0032730-0032740_o,,1.0664667,True
263,3,pig3_0032730-0032740_o,,1.0664667,True
264,4,pig3_0032730-0032740_o,,1.0664667,True
265,5,pig3_0032730-0032740_o,,1.0664667,True
266,6,pig3_0032730-0032740_o,,1.0664667,True
267,7,pig3_0032730-0032740_o,,1.0664667,True
268,8,pig3_0032730-0032740_o,,1.0664667,True
269,9,pig3_0032730-0032740_o,,1.0664667,True
270,0,pig3_0032811-0032821_o,,0.97070557,True
271,1,pig3_0032811-0032821_o,,0.97070557,True
272,2,pig3_0032811-0032821_o,,0.97070557,True
273,3,pig3_0032811-0032821_o,,0.97070557,True
274,4,pig3_0032811-0032821_o,,0.97070557,True
275,5,pig3_0032811-0032821_o,,0.97070557,True
276,6,pig3_0032811-0032821_o,,0.97070557,True
277,7,pig3_0032811-0032821_o,,0.97070557,True
278,8,pig3_0032811-0032821_o,,0.97070557,True
279,9,pig3_0032811-0032821_o,,0.97070557,True
280,0,pig3_0032943-0032953_o,,0.9912842,True
281,1,pig3_0032943-0032953_o,,0.9912842,True
282,2,pig3_0032943-0032953_o,,0.9912842,True
283,3,pig3_0032943-0032953_o,,0.9912842,True
284,4,pig3_0032943-0032953_o,,0.9912842,True
285,5,pig3_0032943-0032953_o,,0.9912842,True
286,6,pig3_0032943-0032953_o,,0.9912842,True
287,7,pig3_0032943-0032953_o,,0.9912842,True
288,8,pig3_0032943-0032953_o,,0.9912842,True
289,9,pig3_0032943-0032953_o,,0.9912842,True
290,0,pig3_0049204-0049214_o,,0.9237604,True
291,1,pig3_0049204-0049214_o,,0.9237604,True
292,2,pig3_0049204-0049214_o,,0.9237604,True
293,3,pig3_0049204-0049214_o,,0.9237604,True
294,4,pig3_0049204-0049214_o,,0.9237604,True
295,5,pig3_0049204-0049214_o,,0.9237604,True
296,6,pig3_0049204-0049214_o,,0.9237604,True
297,7,pig3_0049204-0049214_o,,0.9237604,True
298,8,pig3_0049204-0049214_o,,0.9237604,True
299,9,pig3_0049204-0049214_o,,0.9237604,True
300,0,pig3_0049524-0049534_o,119,0.8062728,True
301,1,pig3_0049524-0049534_o,113,0.8062728,True
302,2,pig3_0049524-0049534_o,119,0.8062728,True
303,3,pig3_0049524-0049534_o,121,0.8062728,True
304,4,pig3_0049524-0049534_o,119,0.8062728,True
305,5,pig3_0049524-0049534_o,115,0.8062728,True
306,6,pig3_0049524-0049534_o,120,0.8062728,True
307,7,pig3_0049524-0049534_o,121,0.8062728,True
308,8,pig3_0049524-0049534_o,119,0.8062728,True
309,9,pig3_0049524-0049534_o,119,0.8062728,True
310,0,pig3_0049636-0049646_o,144,0.9227164,True
311,1,pig3_0049636-0049646_o,141,0.9227164,True
312,2,pig3_0049636-0049646_o,144,0.9227164,True
313,3,pig3_0049636-0049646_o,145,0.9227164,True
314,4,pig3_0049636-0049646_o,141,0.9227164,True
315,5,pig3_0049636-0049646_o,144,0.9227164,True
316,6,pig3_0049636-0049646_o,147,0.9227164,True
317,7,pig3_0049636-0049646_o,145,0.9227164,True
318,8,pig3_0049636-0049646_o,144,0.9227164,True
319,9,pig3_0049636-0049646_o,145,0.9227164,True
320,0,pig3_0049681-0049691_o,159,0.9008272,True
321,1,pig3_0049681-0049691_o,160,0.9008272,True
322,2,pig3_0049681-0049691_o,157,0.9008272,True
323,3,pig3_0049681-0049691_o,158,0.9008272,True
324,4,pig3_0049681-0049691_o,161,0.9008272,True
325,5,pig3_0049681-0049691_o,157,0.9008272,True
326,6,pig3_0049681-0049691_o,159,0.9008272,True
327,7,pig3_0049681-0049691_o,157,0.9008272,True
328,8,pig3_0049681-0049691_o,161,0.9008272,True
329,9,pig3_0049681-0049691_o,160,0.9008272,True
330,0,pig3_0050022-0050032_o,177,0.93180656,True
331,1,pig3_0050022-0050032_o,177,0.93180656,True
332,2,pig3_0050022-0050032_o,176,0.93180656,True
333,3,pig3_0050022-0050032_o,176,0.93180656,True
334,4,pig3_0050022-0050032_o,176,0.93180656,True
335,5,pig3_0050022-0050032_o,175,0.93180656,True
336,6,pig3_0050022-0050032_o,175,0.93180656,True
337,7,pig3_0050022-0050032_o,178,0.93180656,True
338,8,pig3_0050022-0050032_o,179,0.93180656,True
339,9,pig3_0050022-0050032_o,177,0.93180656,True
340,0,pig3_0050251-0050261_o,,0.96786684,True
341,1,pig3_0050251-0050261_o,,0.96786684,True
342,2,pig3_0050251-0050261_o,,0.96786684,True
343,3,pig3_0050251-0050261_o,,0.96786684,True
344,4,pig3_0050251-0050261_o,,0.96786684,True
345,5,pig3_0050251-0050261_o,,0.96786684,True
346,6,pig3_0050251-0050261_o,,0.96786684,True
347,7,pig3_0050251-0050261_o,,0.96786684,True
348,8,pig3_0050251-0050261_o,185,0.96786684,True
349,9,pig3_0050251-0050261_o,,0.96786684,True
350,0,pig3_0051652-0051662_o,,1.021009,True
351,1,pig3_0051652-0051662_o,,1.021009,True
352,2,pig3_0051652-0051662_o,,1.021009,True
353,3,pig3_0051652-0051662_o,,1.021009,True
354,4,pig3_0051652-0051662_o,,1.021009,True
355,5,pig3_0051652-0051662_o,,1.021009,True
356,6,pig3_0051652-0051662_o,,1.021009,True
357,7,pig3_0051652-0051662_o,,1.021009,True
358,8,pig3_0051652-0051662_o,,1.021009,True
359,9,pig3_0051652-0051662_o,,1.021009,True
360,0,pig3_0052911-0052921_o,,1.0624487,True
361,1,pig3_0052911-0052921_o,,1.0624487,True
362,2,pig3_0052911-0052921_o,,1.0624487,True
363,3,pig3_0052911-0052921_o,,1.0624487,True
364,4,pig3_0052911-0052921_o,,1.0624487,True
365,5,pig3_0052911-0052921_o,,1.0624487,True
366,6,pig3_0052911-0052921_o,,1.0624487,True
367,7,pig3_0052911-0052921_o,,1.0624487,True
368,8,pig3_0052911-0052921_o,,1.0624487,True
369,9,pig3_0052911-0052921_o,,1.0624487,True
370,0,pig3_0053672-0053682_o,,0.98440504,True
371,1,pig3_0053672-0053682_o,,0.98440504,True
372,2,pig3_0053672-0053682_o,,0.98440504,True
373,3,pig3_0053672-0053682_o,,0.98440504,True
374,4,pig3_0053672-0053682_o,,0.98440504,True
375,5,pig3_0053672-0053682_o,,0.98440504,True
376,6,pig3_0053672-0053682_o,,0.98440504,True
377,7,pig3_0053672-0053682_o,,0.98440504,True
378,8,pig3_0053672-0053682_o,,0.98440504,True
379,9,pig3_0053672-0053682_o,,0.98440504,True
380,0,pig3_0060609-0060619_o,,0.98897046,True
381,1,pig3_0060609-0060619_o,,0.98897046,True
382,2,pig3_0060609-0060619_o,50,0.98897046,True
383,3,pig3_0060609-0060619_o,48,0.98897046,True
384,4,pig3_0060609-0060619_o,48,0.98897046,True
385,5,pig3_0060609-0060619_o,,0.98897046,True
386,6,pig3_0060609-0060619_o,,0.98897046,True
387,7,pig3_0060609-0060619_o,,0.98897046,True
388,8,pig3_0060609-0060619_o,,0.98897046,True
389,9,pig3_0060609-0060619_o,,0.98897046,True
390,0,pig3_0062332-0062342_o,,1.0354546,True
391,1,pig3_0062332-0062342_o,,1.0354546,True
392,2,pig3_0062332-0062342_o,,1.0354546,True
393,3,pig3_0062332-0062342_o,,1.0354546,True
394,4,pig3_0062332-0062342_o,,1.0354546,True
395,5,pig3_0062332-0062342_o,,1.0354546,True
396,6,pig3_0062332-0062342_o,60,1.0354546,True
397,7,pig3_0062332-0062342_o,,1.0354546,True
398,8,pig3_0062332-0062342_o,,1.0354546,True
399,9,pig3_0062332-0062342_o,65,1.0354546,True
400,0,pig3_0062703-0062713_o,52,1.0270398,True
401,1,pig3_0062703-0062713_o,54,1.0270398,True
402,2,pig3_0062703-0062713_o,,1.0270398,True
403,3,pig3_0062703-0062713_o,53,1.0270398,True
404,4,pig3_0062703-0062713_o,51,1.0270398,True
405,5,pig3_0062703-0062713_o,57,1.0270398,True
406,6,pig3_0062703-0062713_o,55,1.0270398,True
407,7,pig3_0062703-0062713_o,56,1.0270398,True
408,8,pig3_0062703-0062713_o,53,1.0270398,True
409,9,pig3_0062703-0062713_o,55,1.0270398,True
410,0,pig3_0063451-0063461_o,57,0.85361385,True
411,1,pig3_0063451-0063461_o,54,0.85361385,True
412,2,pig3_0063451-0063461_o,52,0.85361385,True
413,3,pig3_0063451-0063461_o,51,0.85361385,True
414,4,pig3_0063451-0063461_o,53,0.85361385,True
415,5,pig3_0063451-0063461_o,53,0.85361385,True
416,6,pig3_0063451-0063461_o,53,0.85361385,True
417,7,pig3_0063451-0063461_o,51,0.85361385,True
418,8,pig3_0063451-0063461_o,50,0.85361385,True
419,9,pig3_0063451-0063461_o,47,0.85361385,True
420,0,pig3_0063734-0063744_o,,1.0479164,True
421,1,pig3_0063734-0063744_o,57,1.0479164,True
422,2,pig3_0063734-0063744_o,,1.0479164,True
423,3,pig3_0063734-0063744_o,,1.0479164,True
424,4,pig3_0063734-0063744_o,,1.0479164,True
425,5,pig3_0063734-0063744_o,,1.0479164,True
426,6,pig3_0063734-0063744_o,,1.0479164,True
427,7,pig3_0063734-0063744_o,,1.0479164,True
428,8,pig3_0063734-0063744_o,,1.0479164,True
429,9,pig3_0063734-0063744_o,,1.0479164,True
430,0,pig3_0064093-0064103_o,,1.0482094,True
431,1,pig3_0064093-0064103_o,,1.0482094,True
432,2,pig3_0064093-0064103_o,,1.0482094,True
433,3,pig3_0064093-0064103_o,47,1.0482094,True
434,4,pig3_0064093-0064103_o,,1.0482094,True
435,5,pig3_0064093-0064103_o,,1.0482094,True
436,6,pig3_0064093-0064103_o,,1.0482094,True
437,7,pig3_0064093-0064103_o,,1.0482094,True
438,8,pig3_0064093-0064103_o,,1.0482094,True
439,9,pig3_0064093-0064103_o,,1.0482094,True
440,0,pig3_0064281-0064291_o,,0.7766093,True
441,1,pig3_0064281-0064291_o,,0.7766093,True
442,2,pig3_0064281-0064291_o,,0.7766093,True
443,3,pig3_0064281-0064291_o,,0.7766093,True
444,4,pig3_0064281-0064291_o,,0.7766093,True
445,5,pig3_0064281-0064291_o,,0.7766093,True
446,6,pig3_0064281-0064291_o,,0.7766093,True
447,7,pig3_0064281-0064291_o,,0.7766093,True
448,8,pig3_0064281-0064291_o,,0.7766093,True
449,9,pig3_0064281-0064291_o,,0.7766093,True
450,0,pig3_0068536-0068546_o,,1.0327593,True
451,1,pig3_0068536-0068546_o,,1.0327593,True
452,2,pig3_0068536-0068546_o,,1.0327593,True
453,3,pig3_0068536-0068546_o,,1.0327593,True
454,4,pig3_0068536-0068546_o,,1.0327593,True
455,5,pig3_0068536-0068546_o,,1.0327593,True
456,6,pig3_0068536-0068546_o,,1.0327593,True
457,7,pig3_0068536-0068546_o,,1.0327593,True
458,8,pig3_0068536-0068546_o,,1.0327593,True
459,9,pig3_0068536-0068546_o,,1.0327593,True
460,0,pig3_0080675-0080685_o,,1.1098872,True
461,1,pig3_0080675-0080685_o,,1.1098872,True
462,2,pig3_0080675-0080685_o,,1.1098872,True
463,3,pig3_0080675-0080685_o,,1.1098872,True
464,4,pig3_0080675-0080685_o,,1.1098872,True
465,5,pig3_0080675-0080685_o,,1.1098872,True
466,6,pig3_0080675-0080685_o,,1.1098872,True
467,7,pig3_0080675-0080685_o,,1.1098872,True
468,8,pig3_0080675-0080685_o,,1.1098872,True
469,9,pig3_0080675-0080685_o,,1.1098872,True
470,0,pig3_0081291-0081301_o,534,0.96541226,True
471,1,pig3_0081291-0081301_o,533,0.96541226,True
472,2,pig3_0081291-0081301_o,526,0.96541226,True
473,3,pig3_0081291-0081301_o,533,0.96541226,True
474,4,pig3_0081291-0081301_o,534,0.96541226,True
475,5,pig3_0081291-0081301_o,534,0.96541226,True
476,6,pig3_0081291-0081301_o,536,0.96541226,True
477,7,pig3_0081291-0081301_o,541,0.96541226,True
478,8,pig3_0081291-0081301_o,539,0.96541226,True
479,9,pig3_0081291-0081301_o,541,0.96541226,True
480,0,pig3_0082018-0082028_r,371,0.87070644,False
481,1,pig3_0082018-0082028_r,370,0.87070644,False
482,2,pig3_0082018-0082028_r,369,0.87070644,False
483,3,pig3_0082018-0082028_r,367,0.87070644,False
484,4,pig3_0082018-0082028_r,368,0.87070644,False
485,5,pig3_0082018-0082028_r,370,0.87070644,False
486,6,pig3_0082018-0082028_r,370,0.87070644,False
487,7,pig3_0082018-0082028_r,367,0.87070644,False
488,8,pig3_0082018-0082028_r,366,0.87070644,False
489,9,pig3_0082018-0082028_r,369,0.87070644,False
490,0,pig3_0082160-0082170_r,391,0.92798,False
491,1,pig3_0082160-0082170_r,392,0.92798,False
492,2,pig3_0082160-0082170_r,394,0.92798,False
493,3,pig3_0082160-0082170_r,394,0.92798,False
494,4,pig3_0082160-0082170_r,394,0.92798,False
495,5,pig3_0082160-0082170_r,394,0.92798,False
496,6,pig3_0082160-0082170_r,397,0.92798,False
497,7,pig3_0082160-0082170_r,397,0.92798,False
498,8,pig3_0082160-0082170_r,400,0.92798,False
499,9,pig3_0082160-0082170_r,394,0.92798,False
500,0,pig3_0082500-0082510_o,571,1.0942541,True
501,1,pig3_0082500-0082510_o,582,1.0942541,True
502,2,pig3_0082500-0082510_o,572,1.0942541,True
503,3,pig3_0082500-0082510_o,581,1.0942541,True
504,4,pig3_0082500-0082510_o,579,1.0942541,True
505,5,pig3_0082500-0082510_o,581,1.0942541,True
506,6,pig3_0082500-0082510_o,,1.0942541,True
507,7,pig3_0082500-0082510_o,,1.0942541,True
508,8,pig3_0082500-0082510_o,,1.0942541,True
509,9,pig3_0082500-0082510_o,,1.0942541,True
510,0,pig3_0082938-0082948_o,,1.1672686,True
511,1,pig3_0082938-0082948_o,,1.1672686,True
